station_complex_name,borough,routes,route_count,station_geom,line_ACE,line_123,line_BDFM,line_456,line_NQRW,line_7,line_L,line_G,line_JZ,rider_change,emp_change,bus_change,pop_change,women_share_change,med_age_change,college_age_change,young_prof_age_change,med_income_change,med_rent_change,housing_units_change,renter_share_change
191 St,Manhattan,1,1,POINT (-73.929412 40.855225),0,1,0,0,0,0,0,0,0,-2.736740130782272,11.05229307871172,3.8049117952265648,0.825483236819399,1.0051522697196003,-0.07137758743754055,-13.152020239601162,10.988887220303349,23.07478233212738,19.525005709065997,3.4711606576935985,0.30932488373562883
2 Av,Manhattan,F,1,POINT (-73.989938 40.723402),0,0,1,0,0,0,0,0,0,-10.145497443963821,4.5309627990955965,-2.8249258160237387,-5.815237249578621,-0.14715034645033098,3.3538289547233378,-10.195797516714421,-6.436472498477776,19.103891507446498,18.77883310719131,0.23929150634400737,0.1560659909511264
20 Av,Brooklyn,D,1,POINT (-73.998168 40.604556),0,0,1,0,0,0,0,0,0,0.9466968512039514,31.394675925925924,13.026819923371647,3.537067615571628,-0.13337589343842549,0.9510869565217624,-12.21830985915493,0.0,16.82907617868797,20.272647317502198,0.21389473684210528,0.8131605778406104
20 Av,Brooklyn,N,1,POINT (-73.985026 40.61741),0,0,0,0,1,0,0,0,0,-16.13365155131265,31.394675925925924,13.026819923371647,3.537067615571628,-0.13337589343842549,0.9510869565217624,-12.21830985915493,0.0,16.82907617868797,20.272647317502198,0.21389473684210528,0.8131605778406104
207 St,Manhattan,1,1,POINT (-73.918822 40.864621),0,1,0,0,0,0,0,0,0,4.116103640537881,11.396082596607418,4.593453009503696,2.8290689755812823,0.400451649209399,0.6857142857142711,-10.22389995101288,10.075912450499649,12.324971124034944,16.92307692307692,3.6177674884677185,0.2376162765769907
21 St,Queens,G,1,POINT (-73.949724 40.744065),0,0,0,0,0,0,0,1,0,34.22459893048128,7.8804549847594965,9.23413566739606,14.65524056476987,-0.7762204127334082,2.3162134944612256,-22.8486646884273,26.31160572337043,26.331773332432263,46.15218331171638,20.536585365853657,1.341088734900775
21 St - Queensbridge,Queens,F,1,POINT (-73.942836 40.754203),0,0,1,0,0,0,0,0,0,23.730167789065177,4.668382498515145,4.319761668321748,9.614460148062687,-0.2425810685739216,-1.2765957446808591,-22.621564482029598,31.11457521434139,34.667542926289876,31.028873525823506,19.818376068376068,-0.5138534290420105
215 St,Manhattan,1,1,POINT (-73.915279 40.869444),0,1,0,0,0,0,0,0,0,-14.003849855630413,10.499326409108688,4.978096375945838,4.987700814140799,0.3002949803618038,1.0251630941286127,-11.873459326211997,10.658855212492027,15.56286521419449,16.422375112174695,3.685160063214131,0.36001391682100037
219 St,Bronx,2 5,2,POINT (-73.862633 40.883895),0,1,0,1,0,0,0,0,0,-4.249210450760838,189.45092696795592,7.19910011248594,3.693332708470022,-0.22047721627920236,7.32054015636106,-5.289847141658458,7.823808805790108,6.550734081329288,15.135135135135137,2.12638416601273,-0.9780931296635487
225 St,Bronx,2 5,2,POINT (-73.860341 40.888022),0,1,0,1,0,0,0,0,0,-11.565081491404332,189.45092696795592,7.19910011248594,3.693332708470022,-0.22047721627920236,7.32054015636106,-5.289847141658458,7.823808805790108,6.550734081329288,15.135135135135137,2.12638416601273,-0.9780931296635487
23 St,Manhattan,F M,2,POINT (-73.992821 40.742878),0,0,1,0,0,0,0,0,0,-35.94211972590351,4.091468755156701,-2.507076767079302,-0.3748464709812826,-2.302191632450301,2.10331299040976,-8.06225462703309,-1.711877525556496,16.84020917557024,20.04760752037441,1.4698357992545301,-1.630007744937545
23 St,Manhattan,1,1,POINT (-73.995657 40.744081),0,1,0,0,0,0,0,0,0,1.2235817575083427,4.091468755156701,-2.507076767079302,-0.3748464709812826,-2.302191632450301,2.10331299040976,-8.06225462703309,-1.711877525556496,16.84020917557024,20.04760752037441,1.4698357992545301,-1.630007744937545
23 St,Manhattan,6,1,POINT (-73.986599 40.739864),0,0,0,1,0,0,0,0,0,-0.5664474305315165,4.091468755156701,-2.507076767079302,-0.3748464709812826,-2.302191632450301,2.10331299040976,-8.06225462703309,-1.711877525556496,16.84020917557024,20.04760752037441,1.4698357992545301,-1.630007744937545
23 St,Manhattan,C E,2,POINT (-73.998041 40.745906),1,0,0,0,0,0,0,0,0,-1.553546929222823,4.091468755156701,-2.507076767079302,-0.3748464709812826,-2.302191632450301,2.10331299040976,-8.06225462703309,-1.711877525556496,16.84020917557024,20.04760752037441,1.4698357992545301,-1.630007744937545
23 St,Manhattan,R W,2,POINT (-73.989344 40.741303),0,0,0,0,1,0,0,0,0,15.909490333919157,4.091468755156701,-2.507076767079302,-0.3748464709812826,-2.302191632450301,2.10331299040976,-8.06225462703309,-1.711877525556496,16.84020917557024,20.04760752037441,1.4698357992545301,-1.630007744937545
231 St,Bronx,1,1,POINT (-73.904834 40.878856),0,1,0,0,0,0,0,0,0,14.925706624958105,14.03299327110918,2.6164311878597593,5.459006481911109,-0.5917746785292333,1.6949152542372923,-13.73729526768952,12.082828153914875,7.455074175886589,14.323962516733602,3.360362466063755,0.5825158235565397
233 St,Bronx,2 5,2,POINT (-73.857473 40.893193),0,1,0,1,0,0,0,0,0,-11.127352457518729,351.44342439995575,7.862903225806452,4.033374408972222,0.14613166916724873,6.028708133971296,-3.1060335594430564,8.677497722441542,5.042550122602043,16.401179941002944,2.6646732917069738,-0.7203171669705632
238 St,Bronx,1,1,POINT (-73.90087 40.884667),0,1,0,0,0,0,0,0,0,-10.366870483602002,11.546807191568506,5.76158940397351,0.8718226068144943,-1.1060565302821734,2.791262135922309,-17.711900684931507,2.5966408957611304,14.439614139747414,15.933844292053248,-0.9940308199505482,-0.3289237535132328
25 Av,Brooklyn,D,1,POINT (-73.986829 40.597704),0,0,1,0,0,0,0,0,0,10.33210332103321,28.501385632061393,11.881957028216412,10.758611072374844,-0.559352108853306,-3.303684879288448,5.599362803663879,8.792812383759193,22.924485990132897,22.84403669724771,3.678346520264815,2.1441904154245295
25 St,Brooklyn,R,1,POINT (-73.998091 40.660397),0,0,0,0,1,0,0,0,0,-1.7272965192358023,15.544652671653395,6.534998547778101,0.044005526275392726,1.711170050921651,5.597579425113469,-37.51018982182369,-0.7439878986200722,29.44006779222831,22.65960965927886,-0.6154834882341309,-2.4159565838832053
28 St,Manhattan,1,1,POINT (-73.993365 40.747215),0,1,0,0,0,0,0,0,0,-2.323585715228728,5.0976000413776275,-3.3639792024635713,1.5395573813941161,-2.5075490960720814,2.618966107497428,-7.372240416558679,0.9499729423695208,14.440199478083152,27.633416307449448,2.911710044673475,-1.053342297198201
28 St,Manhattan,6,1,POINT (-73.984264 40.74307),0,0,0,1,0,0,0,0,0,-49.27835921674544,5.0976000413776275,-3.3639792024635713,1.5395573813941161,-2.5075490960720814,2.618966107497428,-7.372240416558679,0.9499729423695208,14.440199478083152,27.633416307449448,2.911710044673475,-1.053342297198201
28 St,Manhattan,R W,2,POINT (-73.988691 40.745494),0,0,0,0,1,0,0,0,0,23.21874730765917,5.0976000413776275,-3.3639792024635713,1.5395573813941161,-2.5075490960720814,2.618966107497428,-7.372240416558679,0.9499729423695208,14.440199478083152,27.633416307449448,2.911710044673475,-1.053342297198201
3 Av,Manhattan,L,1,POINT (-73.986122 40.732849),0,0,0,0,0,0,1,0,0,-0.793767455534323,4.209750182584417,-3.012671321437807,-3.876875802044504,-1.346736685466321,0.6197183098591517,-7.340997126077721,-4.19189863111292,19.94216509237268,20.771611762104794,-0.5619673501613914,-1.3860419418439074
3 Av - 138 St,Bronx,6,1,POINT (-73.926138 40.810476),0,0,0,1,0,0,0,0,0,1.7477500978218339,16.51737655637479,5.737158105403602,6.052153792404309,-1.5630040936740919,3.043478260869555,-8.98294617832882,17.552997551955833,15.611284789570162,22.304928131416833,7.168269299461344,-0.23247817230602763
3 Av - 149 St,Bronx,2 5,2,POINT (-73.917757 40.816109),0,1,0,1,0,0,0,0,0,-6.849714595225199,20.188489690475052,7.581746316924183,5.223284166520853,-0.5437438821195184,4.76987447698745,-1.727811567814667,9.422094089896476,11.74675164164347,18.88222292390275,5.169065865782932,-0.35442860064607284
30 Av,Queens,N W,2,POINT (-73.921479 40.766779),0,0,0,0,1,0,0,0,0,-44.021078232671265,9.987647785424386,6.407035175879397,-1.8220225275746045,0.8361914374799273,-0.43165467625898873,-21.347991664870303,7.13420353290605,29.279974254370604,21.89370578632324,3.887045140826456,0.18970338428218048
33 St,Manhattan,6,1,POINT (-73.982076 40.746081),0,0,0,1,0,0,0,0,0,-0.5338132568709392,4.440479612306931,-2.5101035615054306,6.2345720569094745,-2.4045085575517766,3.0165289256198395,-16.066385714906374,9.603408718452966,15.687569720846989,28.167420814479637,8.251493748299895,-1.6708519021881751
33 St,Queens,7,1,POINT (-73.930997 40.744587),0,0,0,0,0,1,0,0,0,-22.581777341008003,4.440479612306931,-2.5101035615054306,6.2345720569094745,-2.4045085575517766,3.0165289256198395,-16.066385714906374,9.603408718452966,15.687569720846989,28.167420814479637,8.251493748299895,-1.6708519021881751
34 St - Herald Sq,Manhattan,B D F M N Q R W,8,POINT (-73.9878865 40.749643),0,0,1,0,1,0,0,0,0,3.313009623154338,9.561714553570214,-3.105297580117724,4.3592823844058515,-1.6070711657647396,2.453740949316156,-13.578747013323614,5.861956875067722,18.053652087360874,25.364409914909363,4.844714890672363,-1.1306042081658751
34 St - Penn Station,Manhattan,1 2 3,3,POINT (-73.991057 40.750373),0,1,0,0,0,0,0,0,0,-5.399702361120366,11.252884473194603,-3.186556496879685,5.292351551794186,-1.3969808776917614,1.9442096365173225,-12.726586102719034,7.910463560863415,16.711622609842355,26.81593608745928,6.646115512394582,-0.17927995195652358
34 St - Penn Station,Manhattan,A C E,3,POINT (-73.993391 40.752287),1,0,0,0,0,0,0,0,0,-4.026661251597644,11.252884473194603,-3.186556496879685,5.292351551794186,-1.3969808776917614,1.9442096365173225,-12.726586102719034,7.910463560863415,16.711622609842355,26.81593608745928,6.646115512394582,-0.17927995195652358
36 Av,Queens,N W,2,POINT (-73.929575 40.756804),0,0,0,0,1,0,0,0,0,-34.01404786680541,5.21368758898622,3.7435208293338453,4.388373555930545,0.5857704900990635,-1.8975332068311128,-20.22616803888503,21.072808500362232,32.81056486810471,27.11776859504132,12.727424819105776,-0.3948576857941033
36 St,Brooklyn,D N R,3,POINT (-74.003549 40.655144),0,0,1,0,1,0,0,0,0,11.891533294634712,9.551155910739864,6.404024899803871,-0.8013860489035275,0.8829758507006569,1.6998341625207185,-27.732683114633126,4.235741815875494,27.416191039363962,22.960757205147303,3.211364679503096,-1.6083621490592726
36 St,Queens,M R,2,POINT (-73.928781 40.752039),0,0,1,0,1,0,0,0,0,14.030837004405287,9.551155910739864,6.404024899803871,-0.8013860489035275,0.8829758507006569,1.6998341625207185,-27.732683114633126,4.235741815875494,27.416191039363962,22.960757205147303,3.211364679503096,-1.6083621490592726
39 Av,Queens,N W,2,POINT (-73.932755 40.752882),0,0,0,0,1,0,0,0,0,-27.774371551195586,4.644619880913401,3.7381158167675026,7.250241107392069,-1.024979006398219,-0.3710575139146357,-23.84137040948023,22.428287930723435,25.304599100848456,25.891920251836304,14.722274702437183,-1.7541575984374669
4 Av,Brooklyn,F G R,3,POINT (-73.989779 40.670272),0,0,1,0,1,0,0,1,0,-4.530252356339313,17.934680007551442,7.715780296425458,2.844856354093984,1.520817433877275,4.240631163708056,-32.08605313965248,-0.6841817186644773,28.991413051977037,18.16803811173669,0.2282503731015714,-3.191667945054366
40 St,Queens,7,1,POINT (-73.924016 40.743781),0,0,0,0,0,1,0,0,0,-10.324324324324325,6.842382468112391,3.6476523088863018,3.634923173089503,-1.693465556801288,4.481792717086859,-23.603112840466924,1.6028603395437078,19.97818234076048,21.618106139438087,9.225748523673033,-2.857189871663812
42 St - Bryant Pk / 5 Av,Manhattan,B D F M 7,5,POINT (-73.98326599999999 40.7540215),0,0,1,0,0,1,0,0,0,4.97914396302281,9.48894927613393,-3.0198264305369364,7.611919597132127,-1.2240156368757193,3.295851105079491,-13.906362545018009,9.726716479378714,17.745476174416396,24.308213129231675,6.731351886611193,-1.041601691519789
45 St,Brooklyn,R,1,POINT (-74.010006 40.648939),0,0,0,0,1,0,0,0,0,3.253081112066495,16.138521192672815,9.411963501182832,-3.686679548216171,1.5084588366203133,5.685279187817239,-31.64121540626466,-4.71036510256705,28.55527091144551,21.182383915749163,-2.9108717483113917,-2.291405961298565
46 St,Queens,7,1,POINT (-73.918435 40.743132),0,0,0,0,0,1,0,0,0,-12.472707423580786,6.14745597477754,3.5833465755601464,2.8277936291018877,-1.060461418309816,2.626050420168087,-22.9016969882281,4.6210549711068305,22.549710625989274,22.10972905216469,7.852754265221633,-2.2964553740098648
46 St,Queens,M R,2,POINT (-73.913333 40.756312),0,0,1,0,1,0,0,0,0,-8.154056039458494,6.14745597477754,3.5833465755601464,2.8277936291018877,-1.060461418309816,2.626050420168087,-22.9016969882281,4.6210549711068305,22.549710625989274,22.10972905216469,7.852754265221633,-2.2964553740098648
47-50 Sts - Rockefeller Ctr,Manhattan,B D F M,4,POINT (-73.981329 40.758663),0,0,1,0,0,0,0,0,0,-0.11784153586801749,11.014313959688868,-3.572036543153833,8.043386307329747,-1.1208387664019548,2.912186379928322,-11.954604257320947,10.132678132678134,19.083926659458548,26.092872937574413,6.181492196732,-1.2975890920610578
49 St,Manhattan,N R W,3,POINT (-73.984139 40.759901),0,0,0,0,1,0,0,0,0,2.1888310459062943,11.255755184246516,-3.3723589446018365,11.767896827480008,-0.5427862797269367,3.0462184873949494,-13.208838482596793,14.716466062786946,20.89338940835408,25.81736189402479,8.099677911510424,-1.9631400925917308
5 Av/53 St,Manhattan,E M,2,POINT (-73.975224 40.760167),1,0,1,0,0,0,0,0,0,6.449747484482825,12.125622007323255,-1.8422655298416566,3.5831864339449315,0.6382767375388343,2.8368794326241304,-10.257115358174069,1.094901672936355,22.71991058168477,18.773488213187562,3.221435588225331,-3.2539336559541776
5 Av/59 St,Manhattan,N W R,3,POINT (-73.973347 40.764811),0,0,0,0,1,0,0,0,0,-9.54659127976514,7.945577340511793,-4.082862936373102,4.237238036120718,-0.2549917439807925,1.9806763285024163,-6.6294067067927775,0.5701254275940707,17.27680278553351,18.36463862801143,2.3665382498624106,-4.1473365729079115
50 St,Manhattan,1,1,POINT (-73.983849 40.761728),0,1,0,0,0,0,0,0,0,0.29016493585827735,11.749029526078285,-1.3759907473551722,2.2971312570115923,0.7274503706211854,2.9529635098080664,-16.411235131956893,2.757948998135237,21.52535737498051,24.33323214363155,4.117496276732091,-2.099216751983024
50 St,Brooklyn,D,1,POINT (-73.994791 40.63626),0,0,1,0,0,0,0,0,0,-3.4159613059250304,11.749029526078285,-1.3759907473551722,2.2971312570115923,0.7274503706211854,2.9529635098080664,-16.411235131956893,2.757948998135237,21.52535737498051,24.33323214363155,4.117496276732091,-2.099216751983024
50 St,Manhattan,C E,2,POINT (-73.985984 40.762456),1,0,0,0,0,0,0,0,0,1.8087189529011647,11.749029526078285,-1.3759907473551722,2.2971312570115923,0.7274503706211854,2.9529635098080664,-16.411235131956893,2.757948998135237,21.52535737498051,24.33323214363155,4.117496276732091,-2.099216751983024
52 St,Queens,7,1,POINT (-73.912549 40.744149),0,0,0,0,0,1,0,0,0,-12.137628111273791,6.842382468112391,3.6476523088863018,3.634923173089503,-1.693465556801288,4.481792717086859,-23.603112840466924,1.6028603395437078,19.97818234076048,21.618106139438087,9.225748523673033,-2.857189871663812
53 St,Brooklyn,R,1,POINT (-74.014034 40.645069),0,0,0,0,1,0,0,0,0,1.1498863484423052,22.210610932475884,10.533297957017776,-6.570997551416465,1.879204253166078,6.406249999999991,-28.538812785388128,-6.39654848996436,27.797967354481056,18.625,-4.988140587939338,-1.872561923874272
55 St,Brooklyn,D,1,POINT (-73.995476 40.631435),0,0,1,0,0,0,0,0,0,11.25254582484725,23.290516287784726,13.08085977482088,-6.137107017208629,0.24874172767188618,1.2965964343598007,-22.549884246499836,-9.280602041890328,11.645861533062615,17.98040051129101,-4.643895742644004,-1.2923547876037556
57 St,Manhattan,F,1,POINT (-73.97745 40.763972),0,0,1,0,0,0,0,0,0,-50.28314782269088,12.125622007323255,-1.8422655298416566,3.5831864339449315,0.6382767375388343,2.8368794326241304,-10.257115358174069,1.094901672936355,22.71991058168477,18.773488213187562,3.221435588225331,-3.2539336559541776
57 St - 7 Av,Manhattan,N Q R W,4,POINT (-73.980658 40.764664),0,0,0,0,1,0,0,0,0,34.486309883163464,12.125622007323255,-1.8422655298416566,3.5831864339449315,0.6382767375388343,2.8368794326241304,-10.257115358174069,1.094901672936355,22.71991058168477,18.773488213187562,3.221435588225331,-3.2539336559541776
59 St,Brooklyn,N R,2,POINT (-74.017881 40.641362),0,0,0,0,1,0,0,0,0,-1.639213177674716,22.210610932475884,10.533297957017776,-6.570997551416465,1.879204253166078,6.406249999999991,-28.538812785388128,-6.39654848996436,27.797967354481056,18.625,-4.988140587939338,-1.872561923874272
59 St - Columbus Circle,Manhattan,A B C D 1,5,POINT (-73.9818325 40.7682715),1,1,1,0,0,0,0,0,0,1.0617974417188105,7.9071345482745246,-0.81759557807462,1.3139027666671699,0.7083581941664474,3.025210084033621,1.519081141163394,-5.246456036319837,17.524557050451932,16.77897574123988,1.058888114693524,-2.933465170687377
63 Dr - Rego Park,Queens,M R,2,POINT (-73.861604 40.729846),0,0,1,0,1,0,0,0,0,-4.652871311375046,24.62739419883851,5.575079872204473,1.052087412861283,1.429354881393119,4.454787234042545,-18.709130112049767,-6.828148318218346,12.614421327172801,15.227601156069365,1.5542953161100608,-1.6431216913927904
65 St,Queens,M R,2,POINT (-73.898453 40.749669),0,0,1,0,1,0,0,0,0,1.9535673839184597,7.178938356164384,6.287537537537538,-3.9480630263705296,0.1613452451941888,7.649896623018604,-28.31006259027443,-10.34804742961665,15.567385878753722,12.467435802009676,1.1720572228269321,-1.691871923478172
66 St - Lincoln Center,Manhattan,1,1,POINT (-73.982209 40.77344),0,1,0,0,0,0,0,0,0,-3.2176229334911843,6.352245040027846,-2.210698689956332,6.1014814885477975,1.3990682281661226,0.5076142131979768,5.548407848182695,0.8978675645342313,-5.208763260343347,27.745956873315354,4.0070964557738735,-2.2930215118853847
67 Av,Queens,M R,2,POINT (-73.852719 40.726523),0,0,1,0,1,0,0,0,0,-7.398416886543535,34.91264849755416,3.176071538698736,3.647348599782248,1.2466510600537495,4.594921402660214,-16.171875,-2.93257224402426,15.394436771271641,18.558172733761598,2.6532362548128683,-1.4446094656407338
68 St - Hunter College,Manhattan,6,1,POINT (-73.96387 40.768141),0,0,0,1,0,0,0,0,0,-37.75778130299218,7.973157950756573,-3.6550243493742474,2.3297561832027562,-0.8063773901967219,3.307785397337655,-5.396196513470682,-3.611290730692457,19.910996175466504,18.955761316872426,-0.41721817948921275,-3.475568350713465
69 St,Queens,7,1,POINT (-73.896403 40.746325),0,0,0,0,0,1,0,0,0,-7.9842674532940014,9.051816813588475,5.615292712066906,-2.637914749090617,-0.04992845196133411,7.713248638838483,-27.350537082209954,-10.502588563783375,12.541371481714478,13.521850899742924,0.7148154916103234,-1.70272183746778
7 Av,Manhattan,B D E,3,POINT (-73.981637 40.762862),1,0,1,0,0,0,0,0,0,13.588607594936708,12.048466381119384,1.221026490066225,3.6650171045202433,0.47625415801695326,3.029568589432875,-26.536632032101192,2.593682870554539,25.74965914186105,20.914999492231154,2.923966117869918,-2.404715227249765
7 Av,Brooklyn,B Q,2,POINT (-73.972367 40.67705),0,0,1,0,1,0,0,0,0,8.744275215677922,12.048466381119384,1.221026490066225,3.6650171045202433,0.47625415801695326,3.029568589432875,-26.536632032101192,2.593682870554539,25.74965914186105,20.914999492231154,2.923966117869918,-2.404715227249765
7 Av,Brooklyn,F G,2,POINT (-73.980305 40.666271),0,0,1,0,0,0,0,1,0,-5.1516139550048905,12.048466381119384,1.221026490066225,3.6650171045202433,0.47625415801695326,3.029568589432875,-26.536632032101192,2.593682870554539,25.74965914186105,20.914999492231154,2.923966117869918,-2.404715227249765
71 St,Brooklyn,D,1,POINT (-73.998864 40.619589),0,0,1,0,0,0,0,0,0,23.55663287791979,23.05673885226518,12.382961888434657,-0.021310147892426374,0.19762818748563227,0.9161381254404389,-13.792124866974104,-3.62952373786773,14.02266059358436,18.205073545086336,-1.2194420477423065,0.06688554757201537
72 St,Manhattan,B C,2,POINT (-73.97641 40.775594),1,0,1,0,0,0,0,0,0,-50.67828388662181,5.707713097927563,-1.3437479314225194,0.7886102241960242,1.4063448457169891,2.163120567375892,-5.821025195482189,-4.8656569546057415,7.964360989175638,22.090816177544177,1.1467789857355428,-3.3657536881973815
72 St,Manhattan,1 2 3,3,POINT (-73.98197 40.778453),0,1,0,0,0,0,0,0,0,-3.3681736959342032,5.707713097927563,-1.3437479314225194,0.7886102241960242,1.4063448457169891,2.163120567375892,-5.821025195482189,-4.8656569546057415,7.964360989175638,22.090816177544177,1.1467789857355428,-3.3657536881973815
74 St - Broadway / Jackson Hts - Roosevelt Av,Queens,7 E F M R,5,POINT (-73.891366 40.746746),1,0,1,0,1,1,0,0,0,1.8193977301783995,9.051816813588475,5.615292712066906,-2.637914749090617,-0.04992845196133411,7.713248638838483,-27.350537082209954,-10.502588563783375,12.541371481714478,13.521850899742924,0.7148154916103234,-1.70272183746778
75 Av,Queens,E F,2,POINT (-73.837324 40.718331),1,0,1,0,0,0,0,0,0,-8.184958809460536,29.071228117065353,4.334646862685662,4.491370396882208,-0.0811759382294941,3.183023872679053,-8.604807908335205,-2.241662110442865,9.766612311455356,15.217920623326023,1.2837039424213128,-0.7564268781564354
75 St,Queens,J Z,2,POINT (-73.867139 40.691324),0,0,0,0,0,0,0,0,1,-7.847831870178239,7.783118631032495,9.121518212427302,4.8091239354416055,-0.278632968440895,6.018054162487441,-10.898762273804598,12.612663467870918,26.084142394822003,17.065948855989248,3.9940461423964275,-1.8562099230252538
77 St,Manhattan,6,1,POINT (-73.959874 40.77362),0,0,0,1,0,0,0,0,0,-31.77074928728955,4.122564083108869,-0.3953836289805514,-1.884377693151936,0.3718059461463197,2.5990411304567274,-15.641703707871491,-3.8044670091240755,19.238084638713442,18.193518193518194,-1.534992628566473,-2.892452466637252
77 St,Brooklyn,R,1,POINT (-74.02551 40.629742),0,0,0,0,1,0,0,0,0,4.838408369138801,4.122564083108869,-0.3953836289805514,-1.884377693151936,0.3718059461463197,2.5990411304567274,-15.641703707871491,-3.8044670091240755,19.238084638713442,18.193518193518194,-1.534992628566473,-2.892452466637252
79 St,Manhattan,1,1,POINT (-73.979917 40.783934),0,1,0,0,0,0,0,0,0,-8.451978764478763,11.5440502890356,7.337386524527359,0.19948167276645548,0.8551548196502945,0.9502090459901096,-13.020019459268214,-4.030609725993582,2.5611429394640615,24.791429654910875,0.0016487049422678488,-1.4989665494439253
79 St,Brooklyn,D,1,POINT (-74.00061 40.613501),0,0,1,0,0,0,0,0,0,-1.8433179723502304,11.5440502890356,7.337386524527359,0.19948167276645548,0.8551548196502945,0.9502090459901096,-13.020019459268214,-4.030609725993582,2.5611429394640615,24.791429654910875,0.0016487049422678488,-1.4989665494439253
8 Av,Brooklyn,N,1,POINT (-74.011719 40.635064),0,0,0,0,1,0,0,0,0,5.527453324749379,12.993858886165363,9.828373873317693,-5.726251689765391,0.36946352059501475,2.9348604151753923,-18.928187197417966,-8.065480540533358,17.989586045300705,16.697511823976967,-2.814090410138709,-1.6169791261698263
8 St - NYU,Manhattan,R W,2,POINT (-73.992629 40.730328),0,0,0,0,1,0,0,0,0,3.5849852382960776,3.9723904267589387,-2.4434084143121946,-6.104684788895316,-0.5582560695696959,3.152124257651892,-10.472664990745601,-7.051774012633567,18.306522447330106,17.35395189003437,-0.2273758086462486,-1.134684097423111
80 St,Queens,A,1,POINT (-73.858992 40.679371),1,0,0,0,0,0,0,0,0,0.5826147751106968,3.6934511395093095,8.004509582863585,3.257181428176658,-0.1791852395162663,5.698324022346367,-9.065660752777317,5.143375367075488,15.539676676989526,14.701354679802956,2.245160619336722,0.2800884292380901
81 St - Museum of Natural History,Manhattan,B C,2,POINT (-73.972143 40.781433),1,0,1,0,0,0,0,0,0,12.588743321378907,0.49368149781103493,-2.030456852791878,0.7943293022020435,2.3063358487965924,3.9711191335740215,-12.845328171740277,-3.9734089592291038,22.778584477024687,16.571576763485478,2.14504043928697,-3.850800449726066
82 St - Jackson Hts,Queens,7,1,POINT (-73.883697 40.747659),0,0,0,0,0,1,0,0,0,-6.614736304431107,9.051816813588475,5.615292712066906,-2.637914749090617,-0.04992845196133411,7.713248638838483,-27.350537082209954,-10.502588563783375,12.541371481714478,13.521850899742924,0.7148154916103234,-1.70272183746778
85 St - Forest Pkwy,Queens,J,1,POINT (-73.86001 40.692435),0,0,0,0,0,0,0,0,1,-2.45253164556962,7.091855908090407,9.510567296996662,3.1810448823038135,-0.020351105629456967,7.951070336391465,-11.426777585936273,6.724128089502826,18.048461034708573,15.922381711855401,4.519003455173668,-0.25289573456699355
86 St,Manhattan,1,1,POINT (-73.976218 40.788644),0,1,0,0,0,0,0,0,0,-2.231103915815036,1.7728473080418967,-1.0996185698085976,1.1175896344572749,0.17285260666106694,2.59504132231405,-9.841919743869965,-2.965912685217476,21.392420755754934,16.161575400508454,1.0892904533281864,-2.932179868328888
86 St,Brooklyn,N,1,POINT (-73.97823 40.592721),0,0,0,0,1,0,0,0,0,-23.339960238568587,1.7728473080418967,-1.0996185698085976,1.1175896344572749,0.17285260666106694,2.59504132231405,-9.841919743869965,-2.965912685217476,21.392420755754934,16.161575400508454,1.0892904533281864,-2.932179868328888
86 St,Brooklyn,R,1,POINT (-74.028398 40.622687),0,0,0,0,1,0,0,0,0,-2.661401098901099,1.7728473080418967,-1.0996185698085976,1.1175896344572749,0.17285260666106694,2.59504132231405,-9.841919743869965,-2.965912685217476,21.392420755754934,16.161575400508454,1.0892904533281864,-2.932179868328888
86 St,Manhattan,B C,2,POINT (-73.968916 40.785868),1,0,1,0,0,0,0,0,0,-46.53791384834461,1.7728473080418967,-1.0996185698085976,1.1175896344572749,0.17285260666106694,2.59504132231405,-9.841919743869965,-2.965912685217476,21.392420755754934,16.161575400508454,1.0892904533281864,-2.932179868328888
86 St,Manhattan,4 5 6,3,POINT (-73.955589 40.779492),0,0,0,1,0,0,0,0,0,-33.32046153133254,1.7728473080418967,-1.0996185698085976,1.1175896344572749,0.17285260666106694,2.59504132231405,-9.841919743869965,-2.965912685217476,21.392420755754934,16.161575400508454,1.0892904533281864,-2.932179868328888
88 St,Queens,A,1,POINT (-73.85147 40.679843),1,0,0,0,0,0,0,0,0,4.26627436557558,4.446846846846847,8.895478131949593,0.5143557493319403,-0.015271193390009596,8.027079303675025,-7.71071034228929,-2.6771869013956033,18.499001151875,17.459913463985735,-2.86484232138847,-2.5612306375337015
9 Av,Brooklyn,D,1,POINT (-73.994324 40.646292),0,0,1,0,0,0,0,0,0,-8.75875021341984,19.564888527504113,10.990175303409748,-3.915894699261542,0.6287967793493499,4.26867545511612,-27.27861946042291,-5.567656003774001,27.483212564968333,20.080983803239366,-3.017802525292134,-2.6918268865894435
90 St - Elmhurst Av,Queens,7,1,POINT (-73.876613 40.748408),0,0,0,0,0,1,0,0,0,-2.9265961894523085,12.818482208689478,7.516750418760469,-0.8153349529102466,1.1950086400854099,4.910292728989594,-23.839624345313347,-7.449677805088687,11.277175822477052,13.015075376884411,0.9148071893606367,-0.981243443186719
96 St,Manhattan,6,1,POINT (-73.95107 40.785672),0,0,0,1,0,0,0,0,0,-33.489630985056415,0.6197216228564191,-1.9502913545011298,-0.08419716522107044,0.6950971958261665,3.7231253277399103,-10.84508824087545,-2.4435523539025437,18.9344307385219,12.540836055737042,2.895015846877432,-2.554494379524841
