station_complex_name,borough,routes,route_count,station_geom,line_ACE,line_123,line_BDFM,line_456,line_NQRW,line_7,line_L,line_G,line_JZ,ridership_2013,rider_change,emp_change,bus_change,pop_change,women_share_change,med_age_change,college_age_change,young_prof_age_change,med_income_change,med_rent_change,housing_units_change,renter_share_change
5 Av/59 St,Manhattan,N W R,3,POINT (-73.973347 40.764811),0,0,0,0,1,0,0,0,0,18394.0,-1756.0,31553.0,-745.0,8601.0,-0.2549917439807925,0.8200000000000003,-771.0,360.0,17981.79999999999,359.79999999999995,3483.0,-4.1473365729079115
50 St,Manhattan,1,1,POINT (-73.983849 40.761728),0,1,0,0,0,0,0,0,0,26192.0,76.0,147911.0,-809.0,13330.0,0.7274503706211854,1.0769230769230802,-8513.0,4644.0,17425.538461538454,431.6153846153845,12690.0,-2.099216751983024
50 St,Brooklyn,D,1,POINT (-73.994791 40.63626),0,0,1,0,0,0,0,0,0,3308.0,-113.0,147911.0,-809.0,13330.0,0.7274503706211854,1.0769230769230802,-8513.0,4644.0,17425.538461538454,431.6153846153845,12690.0,-2.099216751983024
50 St,Manhattan,C E,2,POINT (-73.985984 40.762456),1,0,0,0,0,0,0,0,0,19406.0,351.0,147911.0,-809.0,13330.0,0.7274503706211854,1.0769230769230802,-8513.0,4644.0,17425.538461538454,431.6153846153845,12690.0,-2.099216751983024
52 St,Queens,7,1,POINT (-73.912549 40.744149),0,0,0,0,0,1,0,0,0,6830.0,-829.0,5976.0,188.0,5001.0,-1.693465556801288,1.6000000000000085,-3033.0,659.0,10194.666666666664,277.0,5343.0,-2.857189871663812
53 St,Brooklyn,R,1,POINT (-74.014034 40.645069),0,0,0,0,1,0,0,0,0,7479.0,86.0,8289.0,397.0,-8668.0,1.879204253166078,2.049999999999997,-4000.0,-2387.0,11282.5,223.5,-2082.0,-1.872561923874272
55 St,Brooklyn,D,1,POINT (-73.995476 40.631435),0,0,1,0,0,0,0,0,0,1964.0,221.0,10317.0,639.0,-10920.0,0.24874172767188618,0.3999999999999986,-4091.0,-3527.0,4646.0,211.0,-2571.0,-1.2923547876037556
57 St,Manhattan,F,1,POINT (-73.97745 40.763972),0,0,1,0,0,0,0,0,0,15363.0,-7725.0,74907.0,-484.0,7216.0,0.6382767375388343,1.13333333333334,-1492.0,716.0,21953.0,366.33333333333326,4755.0,-3.2539336559541776
57 St - 7 Av,Manhattan,N Q R W,4,POINT (-73.980658 40.764664),0,0,0,0,1,0,0,0,0,28159.0,9711.0,74907.0,-484.0,7216.0,0.6382767375388343,1.13333333333334,-1492.0,716.0,21953.0,366.33333333333326,4755.0,-3.2539336559541776
59 St,Brooklyn,N R,2,POINT (-74.017881 40.641362),0,0,0,0,1,0,0,0,0,12506.0,-205.0,8289.0,397.0,-8668.0,1.879204253166078,2.049999999999997,-4000.0,-2387.0,11282.5,223.5,-2082.0,-1.872561923874272
59 St - Columbus Circle,Manhattan,A B C D 1,5,POINT (-73.9818325 40.7682715),1,1,1,0,0,0,0,0,0,72236.0,767.0,16314.0,-71.0,1741.0,0.7083581941664474,1.2000000000000028,123.0,-2265.0,17727.66666666667,331.9999999999998,1003.0,-2.933465170687377
63 Dr - Rego Park,Queens,M R,2,POINT (-73.861604 40.729846),0,0,1,0,1,0,0,0,0,16334.0,-760.0,15648.0,349.0,3358.0,1.429354881393119,1.6749999999999972,-5293.0,-5948.0,6880.0,210.75,1850.0,-1.6431216913927904
65 St,Queens,M R,2,POINT (-73.898453 40.749669),0,0,1,0,1,0,0,0,0,3532.0,69.0,3354.0,335.0,-11293.0,0.1613452451941888,2.7749999999999986,-8232.0,-8090.0,7734.5,167.5,1206.0,-1.691871923478172
66 St - Lincoln Center,Manhattan,1,1,POINT (-73.982209 40.77344),0,1,0,0,0,0,0,0,0,23651.0,-761.0,11680.0,-162.0,6396.0,1.3990682281661226,0.20000000000000284,345.0,304.0,-6226.0,548.9999999999998,3004.0,-2.2930215118853847
67 Av,Queens,M R,2,POINT (-73.852719 40.726523),0,0,1,0,1,0,0,0,0,9475.0,-701.0,12490.0,103.0,4087.0,1.2466510600537495,1.8999999999999986,-1035.0,-822.0,9585.5,260.0,1454.0,-1.4446094656407338
68 St - Hunter College,Manhattan,6,1,POINT (-73.96387 40.768141),0,0,0,1,0,0,0,0,0,36562.0,-13805.0,32211.0,-698.0,5308.0,-0.8063773901967219,1.3666666666666742,-681.0,-2569.0,20685.666666666657,368.5,-684.0,-3.475568350713465
69 St,Queens,7,1,POINT (-73.896403 40.746325),0,0,0,0,0,1,0,0,0,5085.0,-406.0,3789.0,282.0,-6563.0,-0.04992845196133411,2.8333333333333357,-6391.0,-7222.0,6113.3333333333285,175.33333333333326,665.0,-1.70272183746778
7 Av,Manhattan,B D E,3,POINT (-73.981637 40.762862),1,0,1,0,0,0,0,0,0,15800.0,2147.0,83826.0,413.0,17656.0,0.47625415801695326,1.1363636363636402,-9986.0,4238.0,23023.636363636368,374.4545454545457,8150.0,-2.404715227249765
7 Av,Brooklyn,B Q,2,POINT (-73.972367 40.67705),0,0,1,0,1,0,0,0,0,9389.0,821.0,83826.0,413.0,17656.0,0.47625415801695326,1.1363636363636402,-9986.0,4238.0,23023.636363636368,374.4545454545457,8150.0,-2.404715227249765
7 Av,Brooklyn,F G,2,POINT (-73.980305 40.666271),0,0,1,0,0,0,0,1,0,12268.0,-632.0,83826.0,413.0,17656.0,0.47625415801695326,1.1363636363636402,-9986.0,4238.0,23023.636363636368,374.4545454545457,8150.0,-2.404715227249765
71 St,Brooklyn,D,1,POINT (-73.998864 40.619589),0,0,1,0,0,0,0,0,0,4538.0,1069.0,14235.0,939.0,-65.0,0.19762818748563227,0.32499999999999574,-3888.0,-2412.0,6488.25,213.5,-1272.0,0.06688554757201537
72 St,Manhattan,B C,2,POINT (-73.97641 40.775594),1,0,1,0,0,0,0,0,0,9067.0,-4595.0,16599.0,-203.0,2502.0,1.4063448457169891,0.8714285714285737,-938.0,-4549.0,9074.28571428571,432.28571428571445,2366.0,-3.3657536881973815
72 St,Manhattan,1 2 3,3,POINT (-73.98197 40.778453),0,1,0,0,0,0,0,0,0,40853.0,-1376.0,16599.0,-203.0,2502.0,1.4063448457169891,0.8714285714285737,-938.0,-4549.0,9074.28571428571,432.28571428571445,2366.0,-3.3657536881973815
74 St - Broadway / Jackson Hts - Roosevelt Av,Queens,7 E F M R,5,POINT (-73.891366 40.746746),1,0,1,0,1,1,0,0,0,50841.0,925.0,3789.0,282.0,-6563.0,-0.04992845196133411,2.8333333333333357,-6391.0,-7222.0,6113.3333333333285,175.33333333333326,665.0,-1.70272183746778
75 Av,Queens,E F,2,POINT (-73.837324 40.718331),1,0,1,0,0,0,0,0,0,3763.0,-308.0,10877.0,143.0,5647.0,-0.0811759382294941,1.2000000000000028,-766.0,-697.0,6388.666666666664,208.33333333333326,717.0,-0.7564268781564354
75 St,Queens,J Z,2,POINT (-73.867139 40.691324),0,0,0,0,0,0,0,0,1,3759.0,-295.0,2024.0,298.0,11305.0,-0.278632968440895,1.999999999999993,-2897.0,6703.0,12761.666666666664,211.33333333333348,3381.0,-1.8562099230252538
77 St,Manhattan,6,1,POINT (-73.959874 40.77362),0,0,0,1,0,0,0,0,0,37182.0,-11813.0,9780.0,-74.0,-10233.0,0.3718059461463197,1.0300000000000011,-5560.0,-5725.0,17285.899999999994,311.0,-4425.0,-2.892452466637252
77 St,Brooklyn,R,1,POINT (-74.02551 40.629742),0,0,0,0,1,0,0,0,0,5353.0,259.0,9780.0,-74.0,-10233.0,0.3718059461463197,1.0300000000000011,-5560.0,-5725.0,17285.899999999994,311.0,-4425.0,-2.892452466637252
79 St,Manhattan,1,1,POINT (-73.979917 40.783934),0,1,0,0,0,0,0,0,0,16576.0,-1401.0,14618.0,881.0,859.0,0.8551548196502945,0.3571428571428541,-4416.0,-4082.0,2082.571428571435,373.57142857142844,3.0,-1.4989665494439253
79 St,Brooklyn,D,1,POINT (-74.00061 40.613501),0,0,1,0,0,0,0,0,0,6293.0,-116.0,14618.0,881.0,859.0,0.8551548196502945,0.3571428571428541,-4416.0,-4082.0,2082.571428571435,373.57142857142844,3.0,-1.4989665494439253
8 Av,Brooklyn,N,1,POINT (-74.011719 40.635064),0,0,0,0,1,0,0,0,0,10873.0,601.0,9860.0,796.0,-18130.0,0.36946352059501475,1.0250000000000057,-5630.0,-6070.0,8637.25,203.0,-3102.0,-1.6169791261698263
8 St - NYU,Manhattan,R W,2,POINT (-73.992629 40.730328),0,0,0,0,1,0,0,0,0,16597.0,595.0,11021.0,-435.0,-18999.0,-0.5582560695696959,1.1499999999999986,-3791.0,-7167.0,14797.833333333328,286.16666666666674,-381.0,-1.134684097423111
80 St,Queens,A,1,POINT (-73.858992 40.679371),1,0,0,0,0,0,0,0,0,4291.0,25.0,974.0,213.0,7190.0,-0.1791852395162663,2.039999999999999,-2187.0,2382.0,8751.200000000004,191.0,1727.0,0.2800884292380901
81 St - Museum of Natural History,Manhattan,B C,2,POINT (-73.972143 40.781433),1,0,1,0,0,0,0,0,0,13663.0,1720.0,318.0,-88.0,957.0,2.3063358487965924,1.6500000000000057,-730.0,-1303.0,24315.0,319.5,1586.0,-3.850800449726066
82 St - Jackson Hts,Queens,7,1,POINT (-73.883697 40.747659),0,0,0,0,0,1,0,0,0,15662.0,-1036.0,3789.0,282.0,-6563.0,-0.04992845196133411,2.8333333333333357,-6391.0,-7222.0,6113.3333333333285,175.33333333333326,665.0,-1.70272183746778
85 St - Forest Pkwy,Queens,J,1,POINT (-73.86001 40.692435),0,0,0,0,0,0,0,0,1,3792.0,-93.0,1321.0,171.0,5142.0,-0.020351105629456967,2.6000000000000085,-2184.0,2356.0,9186.666666666664,199.66666666666674,2485.0,-0.25289573456699355
86 St,Manhattan,1,1,POINT (-73.976218 40.788644),0,1,0,0,0,0,0,0,0,19766.0,-441.0,6183.0,-320.0,10498.0,0.17285260666106694,1.0466666666666669,-6394.0,-7314.0,18406.46666666666,267.0,5418.0,-2.932179868328888
86 St,Brooklyn,N,1,POINT (-73.97823 40.592721),0,0,0,0,1,0,0,0,0,2515.0,-587.0,6183.0,-320.0,10498.0,0.17285260666106694,1.0466666666666669,-6394.0,-7314.0,18406.46666666666,267.0,5418.0,-2.932179868328888
86 St,Brooklyn,R,1,POINT (-74.028398 40.622687),0,0,0,0,1,0,0,0,0,11648.0,-310.0,6183.0,-320.0,10498.0,0.17285260666106694,1.0466666666666669,-6394.0,-7314.0,18406.46666666666,267.0,5418.0,-2.932179868328888
86 St,Manhattan,B C,2,POINT (-73.968916 40.785868),1,0,1,0,0,0,0,0,0,11236.0,-5229.0,6183.0,-320.0,10498.0,0.17285260666106694,1.0466666666666669,-6394.0,-7314.0,18406.46666666666,267.0,5418.0,-2.932179868328888
86 St,Manhattan,4 5 6,3,POINT (-73.955589 40.779492),0,0,0,1,0,0,0,0,0,64741.0,-21572.0,6183.0,-320.0,10498.0,0.17285260666106694,1.0466666666666669,-6394.0,-7314.0,18406.46666666666,267.0,5418.0,-2.932179868328888
88 St,Queens,A,1,POINT (-73.85147 40.679843),1,0,0,0,0,0,0,0,0,2719.0,116.0,617.0,120.0,512.0,-0.015271193390009596,2.7666666666666586,-838.0,-587.0,11081.333333333336,228.66666666666652,-893.0,-2.5612306375337015
9 Av,Brooklyn,D,1,POINT (-73.994324 40.646292),0,0,1,0,0,0,0,0,0,5857.0,-513.0,20693.0,1141.0,-14588.0,0.6287967793493499,1.3599999999999959,-10101.0,-5547.0,14488.600000000006,267.8000000000002,-3848.0,-2.6918268865894435
90 St - Elmhurst Av,Queens,7,1,POINT (-73.876613 40.748408),0,0,0,0,0,1,0,0,0,16743.0,-490.0,4694.0,359.0,-2205.0,1.1950086400854099,1.7333333333333272,-6600.0,-5607.0,5349.666666666664,172.66666666666652,822.0,-0.981243443186719
96 St,Manhattan,6,1,POINT (-73.95107 40.785672),0,0,0,1,0,0,0,0,0,26232.0,-8785.0,1370.0,-328.0,-597.0,0.6950971958261665,1.4200000000000017,-6858.0,-4620.0,14456.399999999994,188.0999999999999,10267.0,-2.554494379524841
96 St,Manhattan,B C,2,POINT (-73.964696 40.791642),1,0,1,0,0,0,0,0,0,9815.0,109.0,1370.0,-328.0,-597.0,0.6950971958261665,1.4200000000000017,-6858.0,-4620.0,14456.399999999994,188.0999999999999,10267.0,-2.554494379524841
96 St,Manhattan,1 2 3,3,POINT (-73.972323 40.793919),0,1,0,0,0,0,0,0,0,38711.0,-2685.0,1370.0,-328.0,-597.0,0.6950971958261665,1.4200000000000017,-6858.0,-4620.0,14456.399999999994,188.0999999999999,10267.0,-2.554494379524841
Alabama Av,Brooklyn,L,1,POINT (-73.898654 40.676992),0,0,0,0,0,0,1,0,0,2443.0,-296.0,6778.0,424.0,7046.0,-0.8656461259725079,2.2749999999999986,-5234.0,11277.0,7402.0,137.5,7819.0,-0.9588585571408292
Allerton Av,Bronx,2 5,2,POINT (-73.867352 40.865462),0,1,0,1,0,0,0,0,0,5526.0,-382.0,32423.0,131.0,16106.0,-0.912175430898643,1.7000000000000028,-259.0,5739.0,5385.6666666666715,161.33333333333326,2627.0,-0.6909456046831797
Aqueduct - N Conduit Av,Queens,A,1,POINT (-73.834058 40.668234),1,0,0,0,0,0,0,0,0,1951.0,-1030.0,-73.0,118.0,2088.0,-1.0121333798788323,1.7000000000000028,-756.0,470.0,8098.666666666664,187.66666666666674,-682.0,0.7931187735079559
Aqueduct Racetrack,Queens,A,1,POINT (-73.835919 40.672097),1,0,0,0,0,0,0,0,0,551.0,1350.0,-73.0,118.0,2088.0,-1.0121333798788323,1.7000000000000028,-756.0,470.0,8098.666666666664,187.66666666666674,-682.0,0.7931187735079559
Astor Pl,Manhattan,6,1,POINT (-73.99107 40.730054),0,0,0,1,0,0,0,0,0,17914.0,-1883.0,15157.0,-325.0,-19140.0,-0.5110782298678451,1.0600000000000023,-3165.0,-7111.0,14133.800000000003,281.0,-492.0,-0.6377949376228043
Astoria - Ditmars Blvd,Queens,N W,2,POINT (-73.912034 40.775036),0,0,0,0,1,0,0,0,0,17039.0,-1376.0,4277.0,201.0,-4142.0,0.8992160914721437,0.13333333333333997,-2088.0,972.0,15628.333333333336,287.66666666666674,1571.0,0.29782530861315326
Astoria Blvd,Queens,N W,2,POINT (-73.917843 40.770258),0,0,0,0,1,0,0,0,0,12210.0,2215.0,3396.0,255.0,-2648.0,0.8361914374799273,-0.14999999999999858,-2971.0,3651.0,15467.0,301.75,2647.0,0.18970338428218048
Atlantic Av,Brooklyn,L,1,POINT (-73.903097 40.675345),0,0,0,0,0,0,1,0,0,1580.0,262.0,4888.0,235.0,-292.0,-0.9280615991574592,2.8999999999999986,-4272.0,6930.0,2715.333333333332,106.66666666666663,7032.0,-0.13413075500904315
Atlantic Av - Barclays Ctr,Brooklyn,B D N Q R 2 3 4 5,9,POINT (-73.97778866666665 40.68416166666667),0,1,1,1,1,0,0,0,0,39871.0,3340.0,9721.0,1054.0,17747.0,0.8515310299666012,0.6799999999999997,-4367.0,5120.0,23033.59999999999,413.20000000000005,6035.0,-1.0961661602857165
Avenue H,Brooklyn,Q,1,POINT (-73.961639 40.62927),0,0,0,0,1,0,0,0,0,2861.0,557.0,14217.0,538.0,8296.0,0.04537355001088539,0.5500000000000043,-5521.0,3438.0,11532.5,227.0,2605.0,-0.3948559914005556
Avenue I,Brooklyn,F,1,POINT (-73.976127 40.625322),0,0,1,0,0,0,0,0,0,2283.0,-1187.0,17340.0,606.0,621.0,-0.291543043018172,0.56666666666667,-4791.0,-1255.0,9551.333333333336,207.0,-733.0,-1.203342115463446
Avenue J,Brooklyn,Q,1,POINT (-73.960803 40.625039),0,0,0,0,1,0,0,0,0,6036.0,22.0,8916.0,234.0,6594.0,0.7159642379273801,-0.09999999999999432,-2281.0,1214.0,8921.0,215.0,1650.0,0.5030498710385078
Avenue M,Brooklyn,Q,1,POINT (-73.959399 40.617618),0,0,0,0,1,0,0,0,0,5836.0,165.0,13483.0,463.0,9179.0,0.20644849847211155,-0.06666666666667709,-2748.0,2152.0,8996.666666666672,219.0,1906.0,0.008682176106256101
Avenue N,Brooklyn,F,1,POINT (-73.974197 40.61514),0,0,1,0,0,0,0,0,0,3411.0,-1324.0,17047.0,610.0,8054.0,-0.08187892426939625,-0.6666666666666643,-2414.0,970.0,6821.333333333336,208.66666666666674,579.0,0.9341927490881252
Avenue P,Brooklyn,F,1,POINT (-73.973022 40.608944),0,0,1,0,0,0,0,0,0,2757.0,-1047.0,17047.0,610.0,8054.0,-0.08187892426939625,-0.6666666666666643,-2414.0,970.0,6821.333333333336,208.66666666666674,579.0,0.9341927490881252
Avenue U,Brooklyn,F,1,POINT (-73.973357 40.596063),0,0,1,0,0,0,0,0,0,2296.0,-1254.0,35100.0,1479.0,37422.0,-0.8366325524660989,-1.06666666666667,-5.0,8209.0,9505.0,236.0,4915.0,1.6043063241759081
Avenue U,Brooklyn,N,1,POINT (-73.979137 40.597473),0,0,0,0,1,0,0,0,0,3738.0,-1111.0,35100.0,1479.0,37422.0,-0.8366325524660989,-1.06666666666667,-5.0,8209.0,9505.0,236.0,4915.0,1.6043063241759081
Avenue U,Brooklyn,Q,1,POINT (-73.955929 40.5993),0,0,0,0,1,0,0,0,0,6821.0,502.0,35100.0,1479.0,37422.0,-0.8366325524660989,-1.06666666666667,-5.0,8209.0,9505.0,236.0,4915.0,1.6043063241759081
Avenue X,Brooklyn,F,1,POINT (-73.97425 40.58962),0,0,1,0,0,0,0,0,0,2972.0,-310.0,18536.0,675.0,14853.0,-0.9789153404694217,-1.1333333333333329,-1210.0,4578.0,8443.0,177.0000000000001,1885.0,1.3046909760401015
Bay 50 St,Brooklyn,D,1,POINT (-73.983765 40.588841),0,0,1,0,0,0,0,0,0,2793.0,-119.0,8469.0,548.0,21145.0,-0.5432886070851017,-1.4666666666666686,208.0,5015.0,8357.666666666664,193.0000000000001,2823.0,1.6877973545304736
Bay Pkwy,Brooklyn,D,1,POINT (-73.993728 40.601875),0,0,1,0,0,0,0,0,0,7111.0,608.0,45289.0,1984.0,31703.0,-0.11829909338458844,-0.41111111111111853,-6334.0,3451.0,7391.8888888888905,218.8888888888889,2522.0,0.9556976360584168
Bay Pkwy,Brooklyn,F,1,POINT (-73.975264 40.620769),0,0,1,0,0,0,0,0,0,1575.0,-952.0,45289.0,1984.0,31703.0,-0.11829909338458844,-0.41111111111111853,-6334.0,3451.0,7391.8888888888905,218.8888888888889,2522.0,0.9556976360584168
Bay Pkwy,Brooklyn,N,1,POINT (-73.981848 40.611815),0,0,0,0,1,0,0,0,0,6990.0,271.0,45289.0,1984.0,31703.0,-0.11829909338458844,-0.41111111111111853,-6334.0,3451.0,7391.8888888888905,218.8888888888889,2522.0,0.9556976360584168
Bay Ridge - 95 St,Brooklyn,R,1,POINT (-74.030876 40.616622),0,0,0,0,1,0,0,0,0,5974.0,-162.0,-320.0,81.0,-3749.0,-0.5690458812111943,1.25,-653.0,-1427.0,10035.5,197.0,226.0,-0.6479099875019712
Bay Ridge Av,Brooklyn,R,1,POINT (-74.023377 40.634967),0,0,0,0,1,0,0,0,0,8079.0,-843.0,3538.0,413.0,-11195.0,0.31260811883229156,1.4666666666666686,-3503.0,-4054.0,9856.666666666664,198.0,-1641.0,-1.2373272982598382
Baychester Av,Bronx,5,1,POINT (-73.838591 40.878663),0,0,0,1,0,0,0,0,0,4177.0,-626.0,-712.0,150.0,3874.0,0.3805809750407785,1.06666666666667,-1220.0,3098.0,6848.0,148.0,1389.0,-0.9178983726531698
Beach 105 St,Queens,A S,2,POINT (-73.827559 40.583209),1,0,0,0,0,0,0,0,0,141.0,120.0,912.0,47.0,1213.0,-2.210637924530001,2.5999999999999943,-109.0,146.0,6446.5,183.0,252.0,-0.6504737950114248
Beach 25 St,Queens,A,1,POINT (-73.761353 40.600066),1,0,0,0,0,0,0,0,0,904.0,888.0,2183.0,18.0,6003.0,0.013079238475610655,-0.09999999999999787,-600.0,1362.0,6738.0,188.0,908.0,1.3683869920709024
Beach 36 St,Queens,A,1,POINT (-73.768175 40.595398),1,0,0,0,0,0,0,0,0,466.0,421.0,2632.0,30.0,9320.0,0.033410636783681724,-0.6499999999999915,-407.0,2038.0,3704.0,161.5,1398.0,0.7511528641009568
Beach 44 St,Queens,A,1,POINT (-73.776013 40.592943),1,0,0,0,0,0,0,0,0,297.0,396.0,2632.0,30.0,9320.0,0.033410636783681724,-0.6499999999999915,-407.0,2038.0,3704.0,161.5,1398.0,0.7511528641009568
Beach 60 St,Queens,A,1,POINT (-73.788522 40.592374),1,0,0,0,0,0,0,0,0,1317.0,696.0,2632.0,30.0,9320.0,0.033410636783681724,-0.6499999999999915,-407.0,2038.0,3704.0,161.5,1398.0,0.7511528641009568
Beach 67 St,Queens,A,1,POINT (-73.796924 40.590927),1,0,0,0,0,0,0,0,0,1118.0,985.0,1085.0,38.0,4901.0,-0.9528781979710521,-0.3999999999999986,300.0,1092.0,4765.5,170.5,729.0,-3.066886213722264
Beach 90 St,Queens,A S,2,POINT (-73.813641 40.588034),1,0,0,0,0,0,0,0,0,463.0,634.0,1361.0,59.0,4530.0,-1.2717605636117568,1.3333333333333357,84.0,822.0,4521.0,167.0000000000001,742.0,-0.36911342613354936
Beach 98 St,Queens,A S,2,POINT (-73.820558 40.585307),1,0,0,0,0,0,0,0,0,292.0,189.0,912.0,47.0,1213.0,-2.210637924530001,2.5999999999999943,-109.0,146.0,6446.5,183.0,252.0,-0.6504737950114248
Bedford - Nostrand Avs,Brooklyn,G,1,POINT (-73.953522 40.689627),0,0,0,0,0,0,0,1,0,7300.0,1521.0,13833.0,1092.0,17570.0,-0.07422255644727871,0.40000000000000213,-1062.0,13359.0,13611.400000000001,287.0,6878.0,-0.5510317857012836
Bedford Av,Brooklyn,L,1,POINT (-73.956872 40.717304),0,0,0,0,0,0,1,0,0,25755.0,848.0,5121.0,492.0,11659.0,-0.4814561844068477,1.0499999999999972,-2934.0,8743.0,22874.5,556.5,4389.0,-0.15296297064022468
Bedford Park Blvd,Bronx,B D,2,POINT (-73.887138 40.873244),0,0,1,0,0,0,0,0,0,6303.0,116.0,34798.0,145.0,21844.0,-0.7047234534379054,0.5749999999999957,-1540.0,8804.0,4211.0,165.25,4363.0,-0.05998878913960892
Bedford Park Blvd - Lehman College,Bronx,4,1,POINT (-73.890064 40.873412),0,0,0,1,0,0,0,0,0,6201.0,-1031.0,34798.0,145.0,21844.0,-0.7047234534379054,0.5749999999999957,-1540.0,8804.0,4211.0,165.25,4363.0,-0.05998878913960892
Bergen St,Brooklyn,2 3,2,POINT (-73.975098 40.680829),0,1,0,0,0,0,0,0,0,4070.0,-417.0,15869.0,1452.0,25340.0,0.7406092082720694,0.6999999999999957,-7079.0,5388.0,23829.5,377.875,7365.0,-1.6332953877292167
Bergen St,Brooklyn,F G,2,POINT (-73.990862 40.686145),0,0,1,0,0,0,0,1,0,11562.0,-388.0,15869.0,1452.0,25340.0,0.7406092082720694,0.6999999999999957,-7079.0,5388.0,23829.5,377.875,7365.0,-1.6332953877292167
Beverley Rd,Brooklyn,Q,1,POINT (-73.964492 40.644031),0,0,0,0,1,0,0,0,0,2340.0,1010.0,7379.0,538.0,4347.0,-0.3929718415521144,1.2333333333333343,-5230.0,4062.0,16126.666666666664,272.6666666666665,2194.0,-1.1858498445257992
Beverly Rd,Brooklyn,2 5,2,POINT (-73.948959 40.645098),0,1,0,1,0,0,0,0,0,4375.0,-120.0,-662.0,266.0,-431.0,0.4582879518590266,1.0333333333333314,-4093.0,2763.0,8222.0,218.33333333333326,3866.0,0.7216238759849336
Bowery,Manhattan,J Z,2,POINT (-73.993915 40.72028),0,0,0,0,0,0,0,0,1,2743.0,995.0,13478.0,-499.0,-12083.0,-0.15658573870854786,1.63333333333334,-3767.0,-4882.0,14665.833333333328,373.83333333333326,1840.0,-0.21614929174004205
Bowling Green,Manhattan,4 5,2,POINT (-74.014065 40.704817),0,0,0,1,0,0,0,0,0,30640.0,-1994.0,15987.0,153.0,7092.0,1.0296322197554608,2.0,-532.0,491.0,37500.16666666667,1211.6666666666667,3383.0,-3.8867480834318457
Briarwood - Van Wyck Blvd,Queens,E F,2,POINT (-73.820574 40.709179),1,0,1,0,0,0,0,0,0,4664.0,249.0,2107.0,202.0,7670.0,-0.47687160289758834,1.1000000000000014,-389.0,2560.0,7223.000000000007,195.0,132.0,-0.2550886576921485
Brighton Beach,Brooklyn,B Q,2,POINT (-73.961376 40.577621),0,0,1,0,1,0,0,0,0,12185.0,-120.0,14114.0,470.0,7670.0,-1.0363468879761917,-0.6000000000000014,-1684.0,3016.0,8274.5,145.0,844.0,0.347186802827093
Broad Channel,Queens,A S,2,POINT (-73.815925 40.608382),1,0,0,0,0,0,0,0,0,127.0,158.0,636.0,26.0,1584.0,-2.71350182209924,0.3999999999999986,107.0,416.0,8861.0,206.0,239.0,-6.601129023637125
Broad St,Manhattan,J Z,2,POINT (-74.011056 40.706476),0,0,0,0,0,0,0,0,1,5635.0,1415.0,15987.0,153.0,7092.0,1.0296322197554608,2.0,-532.0,491.0,37500.16666666667,1211.6666666666667,3383.0,-3.8867480834318457
Broadway,Brooklyn,G,1,POINT (-73.950308 40.706092),0,0,0,0,0,0,0,1,0,3368.0,1099.0,17097.0,988.0,19905.0,0.46123139256326606,0.24285714285714732,-5158.0,16599.0,15418.0,352.57142857142867,13925.0,-0.6577211664185789
Broadway,Queens,N W,2,POINT (-73.925508 40.76182),0,0,0,0,1,0,0,0,0,13280.0,-4807.0,17097.0,988.0,19905.0,0.46123139256326606,0.24285714285714732,-5158.0,16599.0,15418.0,352.57142857142867,13925.0,-0.6577211664185789
Broadway Jct,Brooklyn,A C J L Z,5,POINT (-73.90435599999999 40.678896),1,0,0,0,0,0,1,0,1,8863.0,-721.0,6778.0,424.0,7046.0,-0.8656461259725079,2.2749999999999986,-5234.0,11277.0,7402.0,137.5,7819.0,-0.9588585571408292
Broadway-Lafayette St / Blecker St,Manhattan,B D F M 6,5,POINT (-73.996204 40.725297),0,0,1,1,0,0,0,0,0,38799.0,-2306.0,22010.0,-725.0,-16355.0,-0.4755276725685542,1.2142857142857153,-4694.0,-5867.0,15786.28571428571,271.42857142857133,503.0,-0.9151318367712991
Bronx Park East,Bronx,2 5,2,POINT (-73.868457 40.848828),0,1,0,1,0,0,0,0,0,2959.0,-461.0,3436.0,116.0,2808.0,0.0820375036527321,1.3000000000000043,-325.0,2701.0,5552.0,143.0,1158.0,-1.123031411073394
Brook Av,Bronx,6,1,POINT (-73.91924 40.807566),0,0,0,1,0,0,0,0,0,6186.0,-146.0,7728.0,153.0,6805.0,-1.3402253195636593,1.7999999999999972,-1633.0,5183.0,3206.0,167.25,3932.0,-0.760155327658929
Brooklyn Bridge - City Hall / Chambers St,Manhattan,4 5 6 J Z,5,POINT (-74.003766 40.713154),0,0,0,1,0,0,0,0,1,36680.0,-5748.0,27670.0,-276.0,1618.0,0.21681632462372535,2.1999999999999957,-2232.0,-1713.0,30126.16666666667,833.8333333333333,4293.0,-0.7559275160516687
Buhre Av,Bronx,6,1,POINT (-73.832569 40.84681),0,0,0,1,0,0,0,0,0,3718.0,26.0,1124.0,140.0,-2039.0,-0.08884410045070235,0.4999999999999929,-1274.0,893.0,6805.5,171.0,-844.0,-0.9877611699599331
Burke Av,Bronx,2 5,2,POINT (-73.867164 40.871356),0,1,0,1,0,0,0,0,0,3612.0,-378.0,29835.0,97.0,7005.0,-0.908418177575876,2.6500000000000057,-1579.0,2893.0,3421.5,166.0,1269.0,-1.3970121325398321
